ts,src_ip,dst_ip,src_port,dst_port,proto,service,conn_state,duration,orig_pkts,resp_pkts,pkts_total,orig_bytes,resp_bytes,bytes_total,pkts_per_sec,bytes_per_sec,iat_mean,iat_std,syn_count,ack_count,rst_count,attack_type,label,risk_hint
2026-01-05T17:20:34,192.168.2.116,192.168.2.39,58086,22,TCP,ssh,REJ,0.288491,27,10,37,8441.64,2689.1,11130.74,128.2533,38582.5679,0.122684,0.011022,5,8,0,BruteForce,1,0.6959
2026-01-01T01:17:05,192.168.1.60,192.168.3.165,11436,53,TCP,dns,RSTO,9.362937,169,32,201,242082.31,28640.24,270722.54,21.4676,28914.2737,0.062991,0.049933,14,8,0,DoS,1,0.809
2026-01-01T15:29:20,192.168.1.58,192.168.4.100,3875,8080,TCP,http-alt,REJ,0.456228,3,1,4,351.43,46.76,398.2,8.7675,872.7976,0.004079,0.03117,3,0,3,PortScan,1,0.6887
2026-01-05T20:41:08,192.168.2.145,192.168.0.51,59435,22,TCP,ssh,REJ,0.143453,27,10,37,4914.29,2638.6,7552.89,257.9229,52650.3794,0.016957,0.035559,6,6,0,BruteForce,1,0.6282
2026-01-04T14:58:52,192.168.4.238,192.168.4.212,27005,22,TCP,ssh,REJ,0.638832,26,13,39,5712.72,1303.49,7016.21,61.0488,10982.8471,0.007026,0.001534,3,7,0,BruteForce,1,0.7956
2026-01-03T23:27:54,192.168.2.233,192.168.4.113,19716,443,TCP,https,S0,0.068196,6,1,7,598.3,186.48,784.78,102.6442,11507.5575,0.018343,0.057665,5,0,2,PortScan,1,0.8838
2026-01-07T21:00:08,192.168.2.95,192.168.2.76,48751,21,TCP,ftp,RSTO,0.798717,152,31,183,172636.28,12617.95,185254.23,229.1171,231939.4068,0.095417,0.017515,16,13,0,DoS,1,0.9734
2026-01-02T13:36:31,192.168.4.194,192.168.3.157,6549,80,UDP,http,S0,4.737868,165,31,196,181186.37,10699.54,191885.91,41.3688,40500.4629,0.062429,0.05899,0,0,0,DoS,1,0.908
2026-01-02T11:50:05,192.168.1.103,192.168.2.210,26785,443,TCP,https,REJ,0.062169,7,2,9,681.16,215.93,897.09,144.765,14429.6412,0.043101,0.026503,7,1,0,PortScan,1,0.8346
2026-01-07T09:16:49,192.168.0.147,192.168.0.91,20755,80,TCP,http,S0,0.080521,8,2,10,525.34,96.16,621.5,124.19,7718.4358,0.000339,0.009488,3,0,1,PortScan,1,0.7914
2026-01-04T23:46:17,192.168.3.197,192.168.2.134,37568,443,TCP,https,S0,0.445745,7,0,7,471.26,144.48,615.73,15.704,1381.3506,0.137458,0.035347,1,0,1,PortScan,1,0.7129
2026-01-05T02:46:13,192.168.2.157,192.168.3.104,58058,80,UDP,http,RSTO,1.165576,135,34,169,257225.05,24821.04,282046.09,144.9926,241979.7857,0.006325,0.036689,0,0,0,DoS,1,0.9165
2026-01-04T01:33:41,192.168.1.155,192.168.4.107,31304,22,TCP,ssh,REJ,0.176014,18,10,28,1832.23,921.65,2753.88,159.0777,15645.7335,0.013673,0.020185,4,8,1,BruteForce,1,0.6925
2026-01-03T13:39:28,192.168.2.39,192.168.0.26,56634,22,TCP,ssh,SF,0.34495,26,6,32,5805.11,1777.99,7583.1,92.7668,21983.1267,0.012689,0.001174,7,6,1,BruteForce,1,0.7365
2026-01-03T14:26:41,192.168.3.22,192.168.0.207,19682,22,TCP,ssh,RSTO,0.772196,3,1,4,149.49,40.57,190.06,5.18,246.1236,0.052669,0.03023,4,1,3,PortScan,1,0.7977
2026-01-01T11:58:06,192.168.0.226,192.168.0.15,9497,443,TCP,https,SF,2.036484,161,33,194,99409.03,15360.33,114769.36,95.2622,56356.588,0.029213,0.036263,9,13,0,DoS,1,0.8786
2026-01-04T02:30:38,192.168.4.179,192.168.0.151,49767,143,TCP,imap,REJ,0.39387,8,2,10,725.63,257.46,983.09,25.389,2495.9783,0.071448,0.004553,9,0,2,PortScan,1,0.7129
2026-01-05T03:04:01,192.168.0.69,192.168.3.253,65397,161,TCP,snmp,S0,0.010267,4,2,6,555.18,86.7,641.87,584.3506,62513.2376,0.072757,0.012504,7,0,1,PortScan,1,0.6449
2026-01-01T17:25:34,192.168.2.233,192.168.0.144,27304,3306,TCP,mysql,S0,0.194374,4,0,4,341.86,113.51,455.37,20.5788,2342.7179,0.088734,0.024417,5,2,4,PortScan,1,0.8373
2026-01-02T01:29:50,192.168.4.212,192.168.4.79,63230,22,TCP,ssh,SF,0.398731,20,7,27,4823.81,2726.2,7550.01,67.7147,18935.0755,0.005612,0.035904,4,7,1,BruteForce,1,0.6716
2026-01-03T15:27:10,192.168.0.245,192.168.4.244,2413,443,UDP,https,SF,1.275311,154,36,190,218156.98,42697.07,260854.05,148.9832,204541.3826,0.016032,0.005852,0,0,0,DoS,1,0.7979
2026-01-03T11:45:28,192.168.1.246,192.168.2.64,54678,22,TCP,ssh,S0,0.370951,9,0,9,751.83,234.22,986.04,24.2619,2658.147,0.016143,0.025111,2,0,1,PortScan,1,0.8341
2026-01-07T02:39:52,192.168.3.20,192.168.0.149,9485,22,TCP,ssh,SF,0.105049,20,5,25,4868.51,2138.57,7007.08,237.9823,66702.426,0.188039,0.052142,4,11,0,BruteForce,1,0.7959
2026-01-02T16:51:47,192.168.2.223,192.168.3.180,61059,80,TCP,http,RSTO,0.029418,7,0,7,569.19,31.92,601.11,237.9406,20432.5362,0.006626,0.002938,4,3,2,PortScan,1,0.8528
2026-01-03T07:00:14,192.168.1.194,192.168.4.52,35035,53,UDP,dns,S0,1.79265,151,37,188,98388.29,19904.63,118292.93,104.8726,65987.6915,0.092521,0.037767,0,0,0,DoS,1,0.7602
2026-01-06T21:29:03,192.168.3.154,192.168.3.209,21031,443,TCP,https,SF,2.334694,157,28,185,97630.36,15473.88,113104.24,79.2395,48444.9813,0.064588,0.034427,10,10,0,DoS,1,0.7999
2026-01-05T23:25:16,192.168.2.241,192.168.1.243,43016,80,TCP,http,S0,0.349528,4,0,4,166.1,61.78,227.88,11.444,651.9632,0.023989,0.039457,3,0,4,PortScan,1,0.7674
2026-01-05T11:10:47,192.168.0.96,192.168.2.26,10029,3306,TCP,mysql,S0,0.293766,9,0,9,674.19,244.51,918.71,30.6365,3127.3345,0.025593,0.037174,7,1,0,PortScan,1,0.8976
2026-01-07T10:14:12,192.168.2.108,192.168.0.33,64296,22,TCP,ssh,RSTO,0.450038,24,12,36,5180.17,1366.34,6546.51,79.993,14546.5232,0.001369,0.045725,4,9,1,BruteForce,1,0.7334
2026-01-04T08:46:31,192.168.3.196,192.168.0.54,57972,443,TCP,https,RSTO,7.41069,163,18,181,109392.83,20767.3,130160.13,24.4242,17563.8317,0.042358,0.004147,10,17,1,DoS,1,0.7616
2026-01-05T03:53:03,192.168.4.34,192.168.2.99,59937,443,TCP,https,SF,5.6888,143,27,170,129541.27,16144.1,145685.37,29.8833,25609.1538,0.004652,0.055222,19,9,0,DoS,1,0.9139
2026-01-01T10:59:14,192.168.1.161,192.168.0.184,2749,161,TCP,snmp,RSTO,0.245156,4,0,4,210.59,56.51,267.1,16.3161,1089.5194,0.304781,0.050899,6,0,1,PortScan,1,0.7569
2026-01-05T04:49:59,192.168.3.150,192.168.3.75,57965,22,TCP,ssh,REJ,0.369141,22,7,29,3679.31,1833.13,5512.43,78.5605,14933.0771,0.002759,0.062002,3,7,0,BruteForce,1,0.8005
2026-01-05T18:36:18,192.168.1.204,192.168.3.93,19707,80,UDP,http,RSTO,1.44489,158,29,187,194473.09,20239.89,214712.98,129.4215,148601.5216,0.005324,0.025721,0,0,0,DoS,1,0.9147
2026-01-02T16:00:23,192.168.2.104,192.168.3.231,40384,443,UDP,https,SF,2.980581,142,38,180,127415.98,19576.49,146992.47,60.3909,49316.7072,0.166198,0.034171,0,0,1,DoS,1,0.977
2026-01-05T01:03:25,192.168.0.103,192.168.0.220,26055,8080,TCP,http-alt,SF,3.055295,147,23,170,79906.3,19376.79,99283.09,55.6411,32495.4122,0.034708,0.062644,15,8,0,DoS,1,0.9541
2026-01-03T22:36:34,192.168.3.4,192.168.3.54,38168,22,TCP,ssh,RSTO,0.607814,24,9,33,2943.89,1701.29,4645.18,54.2928,7642.4223,0.003854,0.002597,1,10,1,BruteForce,1,0.5782
2026-01-04T13:29:44,192.168.2.229,192.168.1.118,27221,110,TCP,pop3,S0,0.811159,7,1,8,607.19,73.0,680.19,9.8624,838.5341,0.08803,0.023197,4,2,4,PortScan,1,0.8619
2026-01-05T16:29:35,192.168.3.28,192.168.0.179,13211,22,TCP,ssh,REJ,1.63033,27,5,32,8318.64,3467.83,11786.47,19.6279,7229.4941,0.000705,0.024326,3,11,2,BruteForce,1,0.6893
2026-01-07T22:41:52,192.168.3.238,192.168.2.184,40296,22,TCP,ssh,REJ,0.20621,34,7,41,8927.06,3830.32,12757.38,198.8252,61865.5734,0.014751,0.028468,3,10,0,BruteForce,1,0.8091
2026-01-04T14:23:22,192.168.4.209,192.168.3.193,52623,22,TCP,ssh,S0,0.319029,3,3,6,407.47,74.19,481.65,18.807,1509.7464,0.099625,0.028037,2,1,5,PortScan,1,0.8357
2026-01-02T16:08:40,192.168.1.25,192.168.4.79,55446,161,TCP,snmp,S0,0.530435,9,0,9,503.17,178.01,681.19,16.9672,1284.2026,0.017412,0.000304,5,1,1,PortScan,1,0.7973
2026-01-03T10:35:52,192.168.1.45,192.168.4.160,49563,161,UDP,snmp,SF,0.958871,146,36,182,110882.52,11569.5,122452.02,189.8064,127704.288,0.074699,0.003612,0,0,0,DoS,1,0.9529
2026-01-07T22:25:09,192.168.2.58,192.168.1.168,54298,443,TCP,https,S0,7.36134,154,29,183,208042.38,36682.08,244724.46,24.8596,33244.5515,0.010273,0.041817,18,9,0,DoS,1,0.9766
2026-01-02T19:15:55,192.168.0.105,192.168.2.253,50478,22,TCP,ssh,SF,0.205883,22,5,27,4210.26,2632.45,6842.71,131.142,33235.8112,0.015169,0.043675,4,3,2,BruteForce,1,0.7664
2026-01-03T17:06:38,192.168.3.212,192.168.0.125,40432,80,TCP,http,S0,0.045585,6,2,8,644.59,91.34,735.93,175.4906,16143.5084,0.015315,0.000548,4,1,2,PortScan,1,0.8519
2026-01-02T05:08:38,192.168.2.249,192.168.1.119,21378,80,TCP,http,RSTO,0.037582,3,1,4,359.89,81.91,441.8,106.4306,11755.2778,0.017546,0.005119,4,1,0,PortScan,1,0.6903
2026-01-01T15:49:36,192.168.4.46,192.168.4.3,52704,21,TCP,ftp,REJ,0.213264,7,3,10,693.85,171.36,865.21,46.8901,4056.9798,0.005388,0.010016,4,2,2,PortScan,1,0.7723
2026-01-04T10:55:01,192.168.0.194,192.168.3.140,7618,8080,TCP,http-alt,REJ,0.071229,4,1,5,392.77,90.56,483.32,70.1954,6785.422,0.080909,0.02485,3,0,1,PortScan,1,0.7384
2026-01-04T06:24:10,192.168.2.212,192.168.1.54,32446,161,TCP,snmp,RSTO,0.715238,4,1,5,453.87,148.69,602.56,6.9907,842.4627,0.105764,0.015377,3,0,2,PortScan,1,0.8223
2026-01-01T13:43:58,192.168.4.150,192.168.0.199,2787,443,TCP,https,S0,0.351153,5,1,6,289.94,102.57,392.5,17.0865,1117.7551,0.007232,0.018266,6,1,2,PortScan,1,0.7471
2026-01-01T04:25:36,192.168.2.103,192.168.1.77,10721,443,TCP,https,S0,2.815925,138,38,176,171303.59,39148.33,210451.92,62.5017,74736.3206,0.020713,0.042067,17,14,1,DoS,1,0.8098
2026-01-07T06:29:09,192.168.0.125,192.168.2.198,43519,21,TCP,ftp,S0,0.761372,6,0,6,260.75,26.34,287.09,7.8805,377.0731,0.055797,0.040026,5,1,1,PortScan,1,0.8608
2026-01-04T01:11:39,192.168.4.90,192.168.0.38,54038,80,TCP,http,REJ,0.390043,3,0,3,185.11,53.64,238.75,7.6914,612.1109,0.088372,0.026606,3,0,1,PortScan,1,0.7523
2026-01-05T04:52:59,192.168.0.227,192.168.0.178,62153,22,TCP,ssh,RSTO,1.459183,30,7,37,7450.66,1880.66,9331.31,25.3566,6394.8831,0.057942,0.050534,3,7,0,BruteForce,1,0.8048
2026-01-06T11:02:13,192.168.4.121,192.168.1.209,52024,80,TCP,http,S0,2.907075,131,20,151,119809.16,7501.35,127310.51,51.9422,43793.3258,0.051484,0.029024,15,10,0,DoS,1,0.7691
2026-01-05T16:38:09,192.168.2.76,192.168.3.162,5888,80,UDP,http,SF,2.082126,133,31,164,160340.94,26235.37,186576.31,78.7656,89608.5277,0.039182,0.001412,0,0,1,DoS,1,0.7822
2026-01-01T00:09:00,192.168.4.157,192.168.3.83,31157,25,TCP,smtp,REJ,0.098162,7,1,8,505.95,81.79,587.73,81.4975,5987.335,0.056621,0.057817,6,2,0,PortScan,1,0.6595
2026-01-02T19:23:47,192.168.4.84,192.168.0.37,57615,80,TCP,http,REJ,0.067618,7,1,8,290.39,109.71,400.11,118.3107,5917.0898,0.232997,0.002439,3,2,1,PortScan,1,0.7356
2026-01-07T10:44:55,192.168.0.192,192.168.4.101,52749,53,TCP,dns,RSTO,0.595859,6,1,7,926.4,137.48,1063.88,11.7477,1785.462,0.010399,0.025512,5,0,3,PortScan,1,0.8771
2026-01-03T08:33:36,192.168.0.184,192.168.4.173,14240,80,UDP,http,SF,1.220583,156,29,185,201276.09,38578.42,239854.51,151.5668,196507.9458,0.071553,0.043825,0,0,0,DoS,1,0.7548
2026-01-04T01:44:49,192.168.4.23,192.168.3.250,46289,8080,TCP,http-alt,SF,13.51234,142,26,168,175854.53,38764.25,214618.77,12.4331,15883.1675,0.062832,0.036666,10,13,1,DoS,1,0.9123
2026-01-07T12:04:59,192.168.0.32,192.168.3.186,15898,22,TCP,ssh,SF,0.313658,18,9,27,8169.05,1699.86,9868.91,86.0806,31463.7706,0.008186,0.032783,2,7,1,BruteForce,1,0.8084
2026-01-07T19:45:41,192.168.2.213,192.168.3.93,39888,3389,TCP,rdp,S0,0.386614,7,0,7,414.41,22.76,437.17,18.1059,1130.7543,0.012176,0.021696,6,3,6,PortScan,1,0.7512
2026-01-01T23:45:40,192.168.1.130,192.168.2.55,47474,80,TCP,http,SF,8.195272,151,26,177,164086.07,23414.65,187500.72,21.5978,22879.1299,0.017221,0.02137,10,15,0,DoS,1,0.8417
2026-01-06T02:33:44,192.168.2.126,192.168.4.117,54637,25,TCP,smtp,S0,0.032692,5,1,6,250.18,16.95,267.12,183.5283,8170.7396,0.085116,0.007116,3,1,5,PortScan,1,0.8587
2026-01-02T20:59:18,192.168.1.185,192.168.0.86,20840,22,TCP,ssh,RSTO,0.195225,9,1,10,677.44,160.98,838.42,51.2228,4294.6352,0.006044,0.041328,5,3,0,PortScan,1,0.8913
2026-01-03T09:14:17,192.168.4.151,192.168.4.54,25042,25,UDP,smtp,SF,4.724912,135,43,178,122232.83,16514.2,138747.03,37.6726,29364.9885,0.012716,0.047535,0,0,0,DoS,1,0.9439
2026-01-06T07:14:27,192.168.2.213,192.168.3.253,48513,53,TCP,dns,S0,5.453161,146,31,177,163457.15,18438.88,181896.02,32.4582,33356.0638,0.015325,0.009604,13,11,2,DoS,1,0.7952
2026-01-03T14:25:21,192.168.0.96,192.168.3.135,27619,443,TCP,https,RSTO,0.791474,7,0,7,433.64,56.06,489.7,8.8442,618.7246,0.025645,0.030975,5,1,2,PortScan,1,0.8917
2026-01-03T18:10:22,192.168.0.45,192.168.3.4,54804,22,TCP,ssh,REJ,0.562424,25,8,33,7717.75,2133.79,9851.54,58.6745,17516.1817,0.069568,0.01772,2,5,0,BruteForce,1,0.7746
2026-01-04T03:49:58,192.168.3.197,192.168.4.161,11190,3306,TCP,mysql,S0,7.372433,149,38,187,173212.13,33265.51,206477.64,25.3648,28006.711,0.045537,0.029719,16,10,0,DoS,1,0.9301
2026-01-05T00:19:52,192.168.0.18,192.168.4.162,2794,22,TCP,ssh,RSTO,0.670298,20,9,29,3946.33,2464.66,6410.99,43.2643,9564.3783,0.029821,0.004097,3,9,0,BruteForce,1,0.566
2026-01-04T07:05:52,192.168.0.49,192.168.1.92,22022,80,TCP,http,REJ,0.271876,5,0,5,278.42,74.66,353.08,18.3906,1298.6653,0.011997,0.006083,6,1,0,PortScan,1,0.8795
2026-01-04T05:47:55,192.168.1.206,192.168.2.106,11017,22,TCP,ssh,SF,0.448523,17,9,26,2772.86,1188.86,3961.72,57.9679,8832.7841,0.027469,0.026349,4,7,1,BruteForce,1,0.7225
2026-01-05T02:33:42,192.168.4.238,192.168.3.123,49443,53,UDP,dns,RSTO,2.970335,162,29,191,184874.69,12987.64,197862.33,64.3025,66612.7805,0.019496,0.023202,0,0,0,DoS,1,0.848
2026-01-02T15:59:43,192.168.4.121,192.168.0.55,26346,25,TCP,smtp,S0,0.389455,5,2,7,578.56,220.74,799.3,17.9738,2052.3493,0.048911,0.009246,5,1,2,PortScan,1,0.8519
2026-01-03T13:41:40,192.168.4.103,192.168.1.212,43041,53,UDP,dns,RSTO,9.173544,122,30,152,130703.47,8944.02,139647.49,16.5694,15222.8497,0.022678,0.005494,0,0,0,DoS,1,0.8651
2026-01-01T22:43:03,192.168.3.228,192.168.0.114,47631,53,TCP,dns,RSTO,0.264399,11,1,12,889.84,68.29,958.13,45.3859,3623.7906,0.115642,0.029704,5,0,1,PortScan,1,0.7882
2026-01-03T18:44:27,192.168.4.172,192.168.3.117,38110,25,UDP,smtp,SF,9.219106,136,22,158,212163.4,34130.03,246293.43,17.1383,26715.5413,0.026685,0.005314,0,0,0,DoS,1,0.8596
2026-01-02T21:51:41,192.168.3.51,192.168.2.71,62185,443,TCP,https,RSTO,0.33393,10,0,10,1250.61,187.33,1437.94,29.9463,4306.1091,0.034394,0.045724,4,0,1,PortScan,1,0.7164
2026-01-07T05:55:04,192.168.3.134,192.168.0.122,21956,80,TCP,http,S0,0.146413,6,1,7,234.45,29.42,263.86,47.8097,1802.1846,0.10363,0.03071,7,0,0,PortScan,1,0.8408
2026-01-07T06:28:21,192.168.0.243,192.168.3.229,46540,443,TCP,https,SF,1.554613,138,26,164,170835.54,39221.61,210057.15,105.4924,135118.4928,0.037045,0.050225,10,11,0,DoS,1,0.7866
2026-01-05T21:43:22,192.168.4.2,192.168.2.51,24860,80,TCP,http,REJ,0.045313,8,1,9,709.16,255.12,964.29,198.6122,21279.8832,0.054122,0.027764,4,1,1,PortScan,1,0.7283
2026-01-03T15:23:26,192.168.1.15,192.168.0.149,42348,3389,TCP,rdp,S0,0.211329,4,1,5,472.5,35.09,507.59,23.6596,2401.877,0.008535,0.058772,7,2,1,PortScan,1,0.8649
2026-01-02T06:57:39,192.168.1.200,192.168.0.118,12591,80,TCP,http,SF,0.864928,136,26,162,123172.47,28295.17,151467.65,187.2985,175121.3827,0.032971,0.065012,11,11,0,DoS,1,0.9892
2026-01-02T17:43:35,192.168.4.90,192.168.3.23,24148,22,TCP,ssh,REJ,0.399358,22,12,34,3056.4,1451.38,4507.79,85.1365,11287.5569,0.093942,0.055062,2,5,1,BruteForce,1,0.557
2026-01-05T02:22:46,192.168.4.74,192.168.3.208,22218,443,TCP,https,S0,0.423773,3,0,3,296.29,97.26,393.55,7.0792,928.6724,0.010608,0.028943,5,2,1,PortScan,1,0.6831
2026-01-01T05:35:32,192.168.0.213,192.168.1.187,16364,53,TCP,dns,S0,0.746882,159,29,188,232953.04,14907.45,247860.49,251.7127,331859.79,0.011796,0.01341,15,9,1,DoS,1,0.8828
2026-01-01T17:30:53,192.168.3.92,192.168.1.118,22019,53,TCP,dns,S0,1.459742,141,38,179,151384.27,12378.36,163762.64,122.6244,112185.9714,0.002171,0.067629,11,12,2,DoS,1,0.8049
2026-01-02T05:16:30,192.168.2.91,192.168.1.139,20961,53,TCP,dns,SF,3.496873,137,25,162,124817.99,30671.92,155489.9,46.3271,44465.3987,0.015851,0.028721,7,8,1,DoS,1,0.7785
2026-01-06T23:25:30,192.168.1.12,192.168.2.224,26586,80,TCP,http,S0,0.419991,3,0,3,275.33,75.71,351.04,7.143,835.8177,0.008949,0.005776,6,2,3,PortScan,1,0.8865
2026-01-05T12:03:41,192.168.1.151,192.168.2.213,53189,22,TCP,ssh,RSTO,0.784775,20,9,29,4858.3,1189.85,6048.15,36.9532,7706.8507,0.052135,0.040453,4,7,1,BruteForce,1,0.6481
2026-01-01T11:52:31,192.168.4.131,192.168.0.155,17048,8080,TCP,http-alt,S0,6.75071,135,29,164,120925.75,10123.38,131049.13,24.2937,19412.6394,0.045803,0.034145,15,20,0,DoS,1,0.9453
2026-01-03T20:34:15,192.168.3.134,192.168.4.66,25700,8080,TCP,http-alt,S0,0.058834,6,3,9,738.21,154.56,892.77,152.9714,15174.3317,0.047601,0.028503,1,1,1,PortScan,1,0.6607
2026-01-01T07:01:39,192.168.0.59,192.168.1.17,23016,8080,TCP,http-alt,RSTO,0.114108,4,3,7,483.97,43.96,527.93,61.3448,4626.5495,0.004516,0.003719,4,1,1,PortScan,1,0.7549
2026-01-04T13:59:50,192.168.1.179,192.168.2.132,64948,80,UDP,http,SF,0.503139,151,26,177,55685.55,5477.97,61163.53,351.7904,121563.5139,0.069455,0.033708,0,0,0,DoS,1,0.9655
2026-01-04T05:25:43,192.168.0.143,192.168.2.167,9545,25,TCP,smtp,S0,0.065765,6,0,6,373.33,81.27,454.6,91.2326,6912.3563,0.032834,0.01281,4,1,2,PortScan,1,0.7001
2026-01-05T03:50:59,192.168.1.108,192.168.0.252,50636,22,TCP,ssh,SF,0.532806,22,8,30,6003.41,1400.1,7403.51,56.3056,13895.2934,0.05146,0.083483,3,5,2,BruteForce,1,0.6444
2026-01-06T11:44:06,192.168.3.92,192.168.2.186,21224,53,TCP,dns,S0,0.03337,5,0,5,308.15,108.82,416.97,149.83,12494.949,0.159365,0.027428,8,0,0,PortScan,1,0.7287
2026-01-07T09:18:55,192.168.4.137,192.168.4.129,31825,123,TCP,ntp,S0,0.035373,11,0,11,419.54,75.63,495.17,310.9658,13998.379,0.003525,0.045166,5,2,3,PortScan,1,0.8872
2026-01-02T01:36:42,192.168.1.219,192.168.4.218,26585,443,TCP,https,S0,0.29941,5,1,6,666.51,79.14,745.65,20.0394,2490.3899,0.001774,0.063677,8,1,1,PortScan,1,0.8679
2026-01-03T19:04:54,192.168.0.152,192.168.0.220,49362,53,TCP,dns,S0,7.088096,151,27,178,105251.06,21084.69,126335.74,25.1125,17823.648,0.065217,0.02586,16,8,0,DoS,1,0.8849
2026-01-04T04:48:10,192.168.2.33,192.168.1.56,55602,22,TCP,ssh,REJ,0.435573,25,7,32,3687.95,1682.71,5370.66,73.4663,12330.0859,0.036664,0.019115,4,6,1,BruteForce,1,0.7279
2026-01-03T16:40:12,192.168.2.116,192.168.1.176,52578,22,TCP,ssh,REJ,1.712988,33,3,36,2649.18,1316.38,3965.57,21.0159,2314.9971,0.03491,0.008781,4,7,0,BruteForce,1,0.7654
2026-01-07T12:51:26,192.168.3.120,192.168.4.126,6125,123,UDP,ntp,S0,1.776549,149,26,175,116711.75,13051.91,129763.66,98.5055,73042.4959,0.061949,0.025387,0,0,0,DoS,1,0.9728
2026-01-07T18:38:51,192.168.3.70,192.168.4.54,14234,80,TCP,http,RSTO,1.639068,159,20,179,62022.53,10637.53,72660.06,109.2083,44330.0837,0.012565,0.048212,11,10,0,DoS,1,0.8107
2026-01-04T13:33:52,192.168.4.188,192.168.4.64,40824,80,TCP,http,S0,0.252112,4,0,4,419.94,54.2,474.14,15.8659,1880.6628,0.066544,0.039573,3,1,3,PortScan,1,0.8401
2026-01-05T00:47:55,192.168.4.153,192.168.0.103,15816,8080,TCP,http-alt,S0,1.340882,9,0,9,475.46,97.53,572.99,6.712,427.324,0.038521,0.054443,4,0,2,PortScan,1,0.7972
2026-01-07T22:36:08,192.168.3.44,192.168.3.242,23948,21,TCP,ftp,S0,2.252981,145,33,178,137078.44,22118.96,159197.4,79.0064,70660.7487,0.035246,0.039351,9,12,0,DoS,1,0.9071
2026-01-07T08:37:55,192.168.3.71,192.168.4.35,13562,22,TCP,ssh,SF,3.157272,134,26,160,168152.23,15125.89,183278.12,50.6766,58049.5043,0.03027,0.058004,12,16,0,DoS,1,0.9135
2026-01-02T12:41:55,192.168.3.142,192.168.2.162,58484,53,TCP,dns,RSTO,0.114884,3,1,4,165.45,10.49,175.94,34.8175,1531.4074,0.058643,0.010437,3,1,0,PortScan,1,0.6508
2026-01-05T09:15:45,192.168.2.160,192.168.1.75,17510,53,TCP,dns,S0,0.765697,5,1,6,604.57,94.31,698.88,7.836,912.7327,0.104525,0.021798,3,1,3,PortScan,1,0.8149
2026-01-01T16:39:25,192.168.3.185,192.168.1.141,20690,80,TCP,http,S0,0.010174,2,0,2,228.26,17.71,245.97,196.5628,24173.942,0.014733,0.012506,5,2,3,PortScan,1,0.8812
2026-01-05T03:48:36,192.168.0.73,192.168.3.236,5663,443,UDP,https,SF,3.394595,134,23,157,228685.64,15259.28,243944.92,46.25,71862.7266,0.02131,0.0157,0,0,1,DoS,1,0.9051
2026-01-02T06:11:03,192.168.4.230,192.168.0.69,64512,161,TCP,snmp,S0,1.230356,7,1,8,664.25,161.07,825.32,6.5022,670.7951,0.094621,0.009959,4,1,1,PortScan,1,0.8657
