ts,src_ip,dst_ip,src_port,dst_port,proto,service,conn_state,duration,orig_pkts,resp_pkts,pkts_total,orig_bytes,resp_bytes,bytes_total,pkts_per_sec,bytes_per_sec,iat_mean,iat_std,syn_count,ack_count,rst_count,attack_type,label,risk_hint
2026-01-05T13:02:20,192.168.1.140,192.168.3.176,53888,22,TCP,ssh,RSTO,0.235172,28,3,31,2570.72,801.12,3371.83,131.8178,14337.6609,0.012557,0.075938,3,6,0,BruteForce,1,0.7451
2026-01-01T15:29:26,192.168.1.6,192.168.1.32,16854,22,TCP,ssh,RSTO,3.172526,18,8,26,6096.13,1454.35,7550.49,8.1954,2379.9591,0.02775,0.014672,4,8,0,BruteForce,1,0.8372
2026-01-01T10:22:25,192.168.4.171,192.168.4.199,21689,22,TCP,ssh,REJ,0.427367,22,10,32,3947.98,1136.86,5084.83,74.877,11898.0347,0.005796,0.047351,3,6,0,BruteForce,1,0.66
2026-01-06T19:06:19,192.168.4.196,192.168.0.25,7913,22,TCP,ssh,REJ,1.14712,25,4,29,4353.65,1120.15,5473.8,25.2807,4771.7743,0.140872,0.027544,4,5,1,BruteForce,1,0.6651
2026-01-01T10:52:07,192.168.1.191,192.168.2.24,48255,22,TCP,ssh,SF,0.960719,28,10,38,2964.26,1228.38,4192.65,39.5537,4364.0688,0.002192,0.044251,1,4,1,BruteForce,1,0.6276
2026-01-07T16:35:40,192.168.3.52,192.168.4.15,43725,22,TCP,ssh,REJ,0.441817,27,9,36,4833.87,1151.04,5984.91,81.4816,13546.1118,0.018155,0.00842,2,9,0,BruteForce,1,0.6371
2026-01-05T05:11:54,192.168.1.195,192.168.0.112,35579,22,TCP,ssh,REJ,0.614712,20,8,28,6295.46,3106.84,9402.3,45.5497,15295.4294,0.065086,0.001394,3,7,1,BruteForce,1,0.5798
2026-01-01T11:02:25,192.168.3.98,192.168.4.25,10589,22,TCP,ssh,REJ,1.145523,25,15,40,7519.15,2936.88,10456.03,34.9185,9127.7308,0.081917,0.053711,3,7,2,BruteForce,1,0.7212
2026-01-06T13:34:29,192.168.0.183,192.168.3.224,50305,22,TCP,ssh,RSTO,2.923702,25,7,32,6526.35,2772.69,9299.04,10.945,3180.5698,0.046487,0.01136,2,7,1,BruteForce,1,0.8059
2026-01-02T03:11:10,192.168.2.220,192.168.1.133,38935,22,TCP,ssh,REJ,0.078227,28,3,31,8135.74,4166.86,12302.59,396.2768,157265.5717,0.05645,0.030926,1,9,0,BruteForce,1,0.7197
2026-01-07T18:41:08,192.168.4.97,192.168.4.190,17822,22,TCP,ssh,REJ,0.350708,18,12,30,7371.08,2799.34,10170.42,85.541,28999.5835,0.010094,0.039117,3,9,0,BruteForce,1,0.6195
2026-01-05T01:04:46,192.168.4.112,192.168.4.226,48781,22,TCP,ssh,RSTO,0.376075,20,7,27,3745.56,1515.87,5261.44,71.7939,13990.3461,0.03968,0.02082,3,2,3,BruteForce,1,0.7382
2026-01-05T09:01:29,192.168.2.124,192.168.2.190,24132,22,TCP,ssh,SF,0.312,20,6,26,5039.64,1262.44,6302.08,83.3329,20198.8914,0.009682,0.037643,3,8,0,BruteForce,1,0.5979
2026-01-04T10:50:52,192.168.3.225,192.168.1.36,17554,22,TCP,ssh,RSTO,0.994232,25,10,35,5188.14,3209.72,8397.87,35.203,8446.5796,0.010611,0.001946,2,12,0,BruteForce,1,0.5591
2026-01-03T13:17:37,192.168.3.34,192.168.4.49,36655,22,TCP,ssh,RSTO,0.082295,29,15,44,9001.32,2513.48,11514.81,534.6527,139918.6995,0.116225,0.041811,3,8,0,BruteForce,1,0.5624
2026-01-01T14:20:37,192.168.3.211,192.168.0.29,25226,22,TCP,ssh,SF,2.209471,30,8,38,9092.7,2186.52,11279.22,17.1987,5104.9408,0.020502,0.013548,5,8,2,BruteForce,1,0.6967
2026-01-07T21:30:47,192.168.1.107,192.168.0.103,23140,22,TCP,ssh,SF,0.278746,29,5,34,7584.9,2325.39,9910.29,121.9745,35553.0311,0.05461,0.036326,2,4,1,BruteForce,1,0.6767
2026-01-05T01:55:53,192.168.4.219,192.168.3.150,56690,22,TCP,ssh,RSTO,1.473599,32,6,38,8630.39,2808.42,11438.81,25.7872,7762.4953,0.075323,0.024487,4,2,2,BruteForce,1,0.5912
2026-01-07T21:50:05,192.168.3.166,192.168.2.222,28058,22,TCP,ssh,REJ,0.51008,23,13,36,7566.96,2441.23,10008.19,70.577,19620.7774,0.074948,0.047737,1,5,1,BruteForce,1,0.635
2026-01-05T00:45:20,192.168.4.176,192.168.4.187,12639,22,TCP,ssh,REJ,1.049182,25,10,35,8133.72,1712.67,9846.4,33.3593,9384.825,0.040832,0.034181,1,7,0,BruteForce,1,0.5588
2026-01-05T16:12:38,192.168.3.52,192.168.4.131,34536,22,TCP,ssh,REJ,1.580156,26,11,37,7190.21,3138.95,10329.16,23.4154,6536.7951,0.008338,0.030532,3,9,2,BruteForce,1,0.5849
2026-01-06T11:43:02,192.168.1.60,192.168.4.246,21842,22,TCP,ssh,REJ,0.888165,36,5,41,6718.02,2518.22,9236.23,46.1625,10399.2141,0.160898,0.021996,4,5,2,BruteForce,1,0.5551
2026-01-03T22:33:01,192.168.4.182,192.168.2.215,2688,22,TCP,ssh,RSTO,0.683027,24,10,34,4647.59,2236.26,6883.85,49.7783,10078.4307,0.016055,0.043094,2,9,0,BruteForce,1,0.8496
2026-01-05T17:30:41,192.168.4.171,192.168.4.78,17119,22,TCP,ssh,SF,0.558555,24,11,35,5609.08,2061.9,7670.98,62.6615,13733.5866,0.007885,0.053064,2,6,3,BruteForce,1,0.7599
2026-01-06T10:35:21,192.168.2.125,192.168.0.145,28508,22,TCP,ssh,RSTO,1.02096,25,11,36,5807.27,2148.07,7955.34,35.2609,7792.0115,0.067218,0.025198,4,7,2,BruteForce,1,0.5743
2026-01-05T16:00:04,192.168.4.8,192.168.3.86,10755,22,TCP,ssh,REJ,0.872717,37,9,46,6448.3,4267.18,10715.48,52.7089,12278.2911,0.008155,0.032378,4,6,0,BruteForce,1,0.8418
2026-01-02T15:20:45,192.168.3.47,192.168.4.198,33042,22,TCP,ssh,REJ,0.899396,28,10,38,7420.01,2164.18,9584.19,42.2505,10656.2445,0.002921,0.039976,2,9,1,BruteForce,1,0.7116
2026-01-01T23:04:20,192.168.3.30,192.168.4.189,11425,22,TCP,ssh,REJ,0.159897,23,3,26,5014.93,1606.26,6621.19,162.6033,41408.7438,0.063761,0.012831,4,4,1,BruteForce,1,0.5742
2026-01-06T15:19:38,192.168.3.68,192.168.1.50,49218,22,TCP,ssh,REJ,0.128595,31,3,34,5938.45,2802.13,8740.58,264.3936,67969.2035,0.026269,0.030672,4,5,1,BruteForce,1,0.7988
2026-01-01T23:27:28,192.168.1.163,192.168.4.207,21366,22,TCP,ssh,REJ,0.288381,28,11,39,7507.78,2277.52,9785.3,135.2373,33931.7266,0.017741,0.026675,2,5,2,BruteForce,1,0.7769
2026-01-04T17:13:24,192.168.3.82,192.168.2.58,11100,22,TCP,ssh,RSTO,1.018319,33,8,41,4147.61,2131.05,6278.66,40.2624,6165.7047,0.052871,0.040175,2,6,2,BruteForce,1,0.7193
2026-01-05T15:23:36,192.168.0.233,192.168.0.134,22509,22,TCP,ssh,SF,0.521415,20,13,33,8314.7,2253.69,10568.39,63.2892,20268.6371,0.036654,0.034233,3,5,0,BruteForce,1,0.7462
2026-01-07T03:26:11,192.168.3.50,192.168.1.20,41994,22,TCP,ssh,SF,2.34438,29,6,35,5075.57,3228.81,8304.38,14.9293,3542.2482,0.007373,0.011426,2,11,0,BruteForce,1,0.5679
2026-01-06T06:48:57,192.168.0.46,192.168.4.94,36669,22,TCP,ssh,RSTO,1.466776,21,9,30,5370.06,2344.45,7714.52,20.453,5259.5004,0.015183,0.023816,3,3,0,BruteForce,1,0.6583
2026-01-03T19:01:57,192.168.1.194,192.168.3.60,29063,22,TCP,ssh,RSTO,3.835496,32,7,39,7426.11,2474.16,9900.26,10.1682,2581.2202,0.088539,0.039839,4,7,1,BruteForce,1,0.791
2026-01-01T14:02:31,192.168.3.248,192.168.2.130,55299,22,TCP,ssh,REJ,1.429263,24,13,37,3774.35,2383.05,6157.39,25.8874,4308.0877,1.4e-05,0.013327,6,10,1,BruteForce,1,0.6038
